,lat,lon,speed,time,heading,cum_dist,cum_dist_pct,time_str,date_str
1006,37.744925,-89.025355,53.285340000000005,2023-05-28 19:05:48+00:00,90.0,10.68,40.06,07:05:48 PM,"Sun, May 28 2023"
1007,37.744931667,-89.025098333,51.67470000000001,2023-05-28 19:05:49+00:00,88.51,10.69,40.11,07:05:49 PM,"Sun, May 28 2023"
1008,37.744931667,-89.024841667,50.17591,2023-05-28 19:05:50+00:00,90.0,10.71,40.16,07:05:50 PM,"Sun, May 28 2023"
1009,37.744935,-89.02459,49.25874,2023-05-28 19:05:51+00:00,89.24,10.72,40.21,07:05:51 PM,"Sun, May 28 2023"
1010,37.744936667,-89.02434,49.03504000000001,2023-05-28 19:05:52+00:00,89.62,10.73,40.26,07:05:52 PM,"Sun, May 28 2023"
1011,37.744938333,-89.024091667,45.45584,2023-05-28 19:05:53+00:00,89.61,10.75,40.32,07:05:53 PM,"Sun, May 28 2023"
1012,37.74494,-89.023861667,41.317389999999996,2023-05-28 19:05:54+00:00,89.58,10.76,40.36,07:05:54 PM,"Sun, May 28 2023"
1013,37.74494,-89.023675,39.12513,2023-05-28 19:05:55+00:00,90.0,10.77,40.4,07:05:55 PM,"Sun, May 28 2023"
1014,37.744938333,-89.023475,37.87241,2023-05-28 19:05:56+00:00,90.48,10.78,40.44,07:05:56 PM,"Sun, May 28 2023"
1015,37.744938333,-89.023283333,36.261770000000006,2023-05-28 19:05:57+00:00,90.0,10.79,40.48,07:05:57 PM,"Sun, May 28 2023"
1016,37.744941667,-89.023111667,34.87483,2023-05-28 19:05:58+00:00,88.89,10.8,40.52,07:05:58 PM,"Sun, May 28 2023"
1017,37.744936667,-89.02295,33.48789,2023-05-28 19:05:59+00:00,91.77,10.81,40.55,07:05:59 PM,"Sun, May 28 2023"
1018,37.744938333,-89.022798333,31.989100000000004,2023-05-28 19:06:00+00:00,89.37,10.82,40.58,07:06:00 PM,"Sun, May 28 2023"
1019,37.74494,-89.022635,30.490310000000004,2023-05-28 19:06:01+00:00,89.41,10.83,40.61,07:06:01 PM,"Sun, May 28 2023"
1020,37.744941667,-89.02249,29.23759,2023-05-28 19:06:02+00:00,89.34,10.83,40.64,07:06:02 PM,"Sun, May 28 2023"
1021,37.744941667,-89.022341667,27.850649999999998,2023-05-28 19:06:03+00:00,90.0,10.84,40.67,07:06:03 PM,"Sun, May 28 2023"
1022,37.74494,-89.022221667,25.54654,2023-05-28 19:06:04+00:00,90.8,10.85,40.7,07:06:04 PM,"Sun, May 28 2023"
1023,37.744938333,-89.022115,23.242430000000002,2023-05-28 19:06:05+00:00,90.9,10.86,40.72,07:06:05 PM,"Sun, May 28 2023"
1024,37.744931667,-89.02201,21.631790000000002,2023-05-28 19:06:06+00:00,93.64,10.86,40.74,07:06:06 PM,"Sun, May 28 2023"
1025,37.744931667,-89.021918333,19.21583,2023-05-28 19:06:07+00:00,90.0,10.87,40.76,07:06:07 PM,"Sun, May 28 2023"
1026,37.744931667,-89.021845,15.659,2023-05-28 19:06:07+00:00,90.0,10.87,40.78,07:06:07 PM,"Sun, May 28 2023"
1027,37.744931667,-89.021788333,11.49818,2023-05-28 19:06:08+00:00,90.0,10.87,40.79,07:06:08 PM,"Sun, May 28 2023"
1028,37.744933333,-89.021753333,7.247880000000001,2023-05-28 19:06:09+00:00,87.27,10.87,40.79,07:06:09 PM,"Sun, May 28 2023"
1029,37.744933333,-89.021745,2.99758,2023-05-28 19:06:10+00:00,90.0,10.88,40.8,07:06:10 PM,"Sun, May 28 2023"
1030,37.744933333,-89.021731667,0.0,2023-05-28 19:06:11+00:00,90.0,10.88,40.8,07:06:11 PM,"Sun, May 28 2023"
1031,37.744931667,-89.02173,0.0,2023-05-28 19:06:12+00:00,135.01,10.88,40.8,07:06:12 PM,"Sun, May 28 2023"
1032,37.744931667,-89.021728333,0.0,2023-05-28 19:06:13+00:00,90.0,10.88,40.8,07:06:13 PM,"Sun, May 28 2023"
1033,37.744931667,-89.021728333,0.0,2023-05-28 19:06:14+00:00,0.0,10.88,40.8,07:06:14 PM,"Sun, May 28 2023"
1034,37.744931667,-89.021728333,0.0,2023-05-28 19:06:15+00:00,0.0,10.88,40.8,07:06:15 PM,"Sun, May 28 2023"
1035,37.744931667,-89.021728333,0.0,2023-05-28 19:06:16+00:00,0.0,10.88,40.8,07:06:16 PM,"Sun, May 28 2023"
1036,37.744931667,-89.021728333,0.0,2023-05-28 19:06:17+00:00,0.0,10.88,40.8,07:06:17 PM,"Sun, May 28 2023"
1037,37.744928333,-89.021725,4.138450000000001,2023-05-28 19:06:18+00:00,135.04,10.88,40.8,07:06:18 PM,"Sun, May 28 2023"
1038,37.744926667,-89.021685,11.386330000000001,2023-05-28 19:06:19+00:00,92.39,10.88,40.81,07:06:19 PM,"Sun, May 28 2023"
1039,37.744923333,-89.021605,17.26964,2023-05-28 19:06:20+00:00,92.39,10.88,40.83,07:06:20 PM,"Sun, May 28 2023"
1040,37.74492,-89.021498333,22.325260000000004,2023-05-28 19:06:21+00:00,91.79,10.89,40.85,07:06:21 PM,"Sun, May 28 2023"
1041,37.744918333,-89.021365,27.157180000000004,2023-05-28 19:06:22+00:00,90.72,10.9,40.87,07:06:22 PM,"Sun, May 28 2023"
1042,37.744913333,-89.021213333,31.653550000000003,2023-05-28 19:06:23+00:00,91.89,10.9,40.91,07:06:23 PM,"Sun, May 28 2023"
1043,37.744911667,-89.021035,35.32223,2023-05-28 19:06:24+00:00,90.54,10.91,40.94,07:06:24 PM,"Sun, May 28 2023"
1044,37.744908333,-89.02085,37.76056,2023-05-28 19:06:25+00:00,91.03,10.92,40.98,07:06:25 PM,"Sun, May 28 2023"
1045,37.744901667,-89.020641667,40.0423,2023-05-28 19:06:26+00:00,91.83,10.94,41.02,07:06:26 PM,"Sun, May 28 2023"
1046,37.744901667,-89.020428333,41.541090000000004,2023-05-28 19:06:27+00:00,90.0,10.95,41.07,07:06:27 PM,"Sun, May 28 2023"
1047,37.744898333,-89.0202,43.50965,2023-05-28 19:06:28+00:00,90.84,10.96,41.11,07:06:28 PM,"Sun, May 28 2023"
1048,37.744896667,-89.01997,44.87422,2023-05-28 19:06:29+00:00,90.42,10.97,41.16,07:06:29 PM,"Sun, May 28 2023"
1049,37.744895,-89.01973,46.95463,2023-05-28 19:06:30+00:00,90.4,10.99,41.21,07:06:30 PM,"Sun, May 28 2023"
1050,37.744901667,-89.019483333,48.67712,2023-05-28 19:06:31+00:00,88.45,11.0,41.26,07:06:31 PM,"Sun, May 28 2023"
1051,37.744903333,-89.019225,50.645680000000006,2023-05-28 19:06:32+00:00,89.63,11.01,41.31,07:06:32 PM,"Sun, May 28 2023"
1052,37.744905,-89.018966667,52.36817,2023-05-28 19:06:33+00:00,89.63,11.03,41.37,07:06:33 PM,"Sun, May 28 2023"
1053,37.7449,-89.01869,54.202510000000004,2023-05-28 19:06:34+00:00,91.04,11.04,41.42,07:06:34 PM,"Sun, May 28 2023"
1054,37.744898333,-89.018406667,55.925000000000004,2023-05-28 19:06:35+00:00,90.34,11.06,41.48,07:06:35 PM,"Sun, May 28 2023"
1055,37.744895,-89.018115,57.31194000000001,2023-05-28 19:06:36+00:00,90.66,11.07,41.54,07:06:36 PM,"Sun, May 28 2023"
1056,37.744895,-89.01782,58.005410000000005,2023-05-28 19:06:37+00:00,90.0,11.09,41.6,07:06:37 PM,"Sun, May 28 2023"
1057,37.744896667,-89.017526667,58.45281,2023-05-28 19:06:38+00:00,89.67,11.11,41.66,07:06:38 PM,"Sun, May 28 2023"
1058,37.744901667,-89.017218333,59.146280000000004,2023-05-28 19:06:39+00:00,89.07,11.12,41.73,07:06:39 PM,"Sun, May 28 2023"
1059,37.7449,-89.016915,60.06345,2023-05-28 19:06:40+00:00,90.31,11.14,41.79,07:06:40 PM,"Sun, May 28 2023"
1060,37.7449,-89.016608333,60.645070000000004,2023-05-28 19:06:41+00:00,90.0,11.16,41.85,07:06:41 PM,"Sun, May 28 2023"
1061,37.744901667,-89.016296667,60.868770000000005,2023-05-28 19:06:42+00:00,89.69,11.17,41.91,07:06:42 PM,"Sun, May 28 2023"
1062,37.744901667,-89.015986667,61.002990000000004,2023-05-28 19:06:43+00:00,90.0,11.19,41.98,07:06:43 PM,"Sun, May 28 2023"
1063,37.744901667,-89.015675,60.75692,2023-05-28 19:06:44+00:00,90.0,11.21,42.04,07:06:44 PM,"Sun, May 28 2023"
1064,37.7449,-89.015368333,60.53322,2023-05-28 19:06:45+00:00,90.31,11.22,42.1,07:06:45 PM,"Sun, May 28 2023"
1065,37.744898333,-89.015058333,60.75692,2023-05-28 19:06:46+00:00,90.31,11.24,42.17,07:06:46 PM,"Sun, May 28 2023"
1066,37.744898333,-89.014745,60.868770000000005,2023-05-28 19:06:47+00:00,90.0,11.26,42.23,07:06:47 PM,"Sun, May 28 2023"
1067,37.7449,-89.014436667,60.645070000000004,2023-05-28 19:06:48+00:00,89.69,11.27,42.3,07:06:48 PM,"Sun, May 28 2023"
1068,37.744898333,-89.014128333,60.309520000000006,2023-05-28 19:06:49+00:00,90.31,11.29,42.36,07:06:49 PM,"Sun, May 28 2023"
1069,37.744896667,-89.013821667,59.951600000000006,2023-05-28 19:06:50+00:00,90.31,11.31,42.42,07:06:50 PM,"Sun, May 28 2023"
1070,37.744891667,-89.013513333,59.61605,2023-05-28 19:06:51+00:00,90.93,11.33,42.49,07:06:51 PM,"Sun, May 28 2023"
1071,37.744885,-89.013213333,59.146280000000004,2023-05-28 19:06:52+00:00,91.27,11.34,42.55,07:06:52 PM,"Sun, May 28 2023"
1072,37.744881667,-89.012913333,58.69888,2023-05-28 19:06:53+00:00,90.64,11.36,42.61,07:06:53 PM,"Sun, May 28 2023"
1073,37.744881667,-89.012621667,58.229110000000006,2023-05-28 19:06:54+00:00,90.0,11.37,42.67,07:06:54 PM,"Sun, May 28 2023"
1074,37.744881667,-89.012326667,57.89356,2023-05-28 19:06:55+00:00,90.0,11.39,42.73,07:06:55 PM,"Sun, May 28 2023"
1075,37.744881667,-89.012033333,57.53564,2023-05-28 19:06:56+00:00,90.0,11.41,42.79,07:06:56 PM,"Sun, May 28 2023"
1076,37.744878333,-89.01174,57.53564,2023-05-28 19:06:57+00:00,90.65,11.42,42.85,07:06:57 PM,"Sun, May 28 2023"
1077,37.744873333,-89.01144,58.340959999999995,2023-05-28 19:06:58+00:00,90.96,11.44,42.91,07:06:58 PM,"Sun, May 28 2023"
1078,37.744875,-89.011146667,58.69888,2023-05-28 19:06:59+00:00,89.67,11.45,42.97,07:06:59 PM,"Sun, May 28 2023"
1079,37.744876667,-89.01085,59.146280000000004,2023-05-28 19:07:00+00:00,89.68,11.47,43.03,07:07:00 PM,"Sun, May 28 2023"
1080,37.74488,-89.010551667,59.25813,2023-05-28 19:07:01+00:00,89.36,11.49,43.09,07:07:01 PM,"Sun, May 28 2023"
1081,37.74488,-89.01026,58.45281,2023-05-28 19:07:02+00:00,90.0,11.5,43.15,07:07:02 PM,"Sun, May 28 2023"
1082,37.744885,-89.00997,57.31194000000001,2023-05-28 19:07:03+00:00,89.01,11.52,43.21,07:07:03 PM,"Sun, May 28 2023"
1083,37.744886667,-89.00968,56.17107,2023-05-28 19:07:04+00:00,89.67,11.54,43.27,07:07:04 PM,"Sun, May 28 2023"
1084,37.744885,-89.009395,55.007830000000006,2023-05-28 19:07:05+00:00,90.34,11.55,43.33,07:07:05 PM,"Sun, May 28 2023"
1085,37.744891667,-89.009125,54.53806,2023-05-28 19:07:06+00:00,88.58,11.57,43.39,07:07:06 PM,"Sun, May 28 2023"
1086,37.74489,-89.008855,54.31436000000001,2023-05-28 19:07:07+00:00,90.35,11.58,43.44,07:07:07 PM,"Sun, May 28 2023"
1087,37.74489,-89.008581667,54.202510000000004,2023-05-28 19:07:08+00:00,90.0,11.6,43.5,07:07:08 PM,"Sun, May 28 2023"
1088,37.744888333,-89.008311667,53.73274,2023-05-28 19:07:09+00:00,90.35,11.61,43.55,07:07:09 PM,"Sun, May 28 2023"
1089,37.74489,-89.008038333,53.844590000000004,2023-05-28 19:07:10+00:00,89.65,11.62,43.61,07:07:10 PM,"Sun, May 28 2023"
1090,37.744881667,-89.00777,53.62089,2023-05-28 19:07:11+00:00,91.78,11.64,43.66,07:07:11 PM,"Sun, May 28 2023"
1091,37.744883333,-89.007495,53.285340000000005,2023-05-28 19:07:12+00:00,89.65,11.65,43.72,07:07:12 PM,"Sun, May 28 2023"
1092,37.744883333,-89.007228333,52.81557,2023-05-28 19:07:13+00:00,90.0,11.67,43.77,07:07:13 PM,"Sun, May 28 2023"
1093,37.744885,-89.006961667,52.81557,2023-05-28 19:07:14+00:00,89.64,11.68,43.83,07:07:14 PM,"Sun, May 28 2023"
1094,37.744886667,-89.006698333,52.927420000000005,2023-05-28 19:07:15+00:00,89.64,11.7,43.88,07:07:15 PM,"Sun, May 28 2023"
1095,37.744885,-89.006431667,52.81557,2023-05-28 19:07:16+00:00,90.36,11.71,43.94,07:07:16 PM,"Sun, May 28 2023"
1096,37.74489,-89.006161667,52.81557,2023-05-28 19:07:17+00:00,88.94,11.73,43.99,07:07:17 PM,"Sun, May 28 2023"
1097,37.7449,-89.005891667,53.06164,2023-05-28 19:07:18+00:00,87.88,11.74,44.05,07:07:18 PM,"Sun, May 28 2023"
1098,37.744906667,-89.005621667,53.17349,2023-05-28 19:07:19+00:00,88.58,11.76,44.1,07:07:19 PM,"Sun, May 28 2023"
1099,37.744908333,-89.005345,53.73274,2023-05-28 19:07:20+00:00,89.65,11.77,44.16,07:07:20 PM,"Sun, May 28 2023"
1100,37.744908333,-89.005068333,53.97881,2023-05-28 19:07:21+00:00,90.0,11.79,44.22,07:07:21 PM,"Sun, May 28 2023"
1101,37.74491,-89.004793333,53.73274,2023-05-28 19:07:22+00:00,89.65,11.8,44.27,07:07:22 PM,"Sun, May 28 2023"
1102,37.744911667,-89.00452,53.509040000000006,2023-05-28 19:07:23+00:00,89.65,11.82,44.33,07:07:23 PM,"Sun, May 28 2023"
1103,37.744911667,-89.004251667,53.39719,2023-05-28 19:07:24+00:00,90.0,11.83,44.38,07:07:24 PM,"Sun, May 28 2023"
1104,37.74491,-89.00398,53.39719,2023-05-28 19:07:25+00:00,90.35,11.85,44.44,07:07:25 PM,"Sun, May 28 2023"
1105,37.744908333,-89.003708333,53.39719,2023-05-28 19:07:26+00:00,90.35,11.86,44.5,07:07:26 PM,"Sun, May 28 2023"
1106,37.744905,-89.00344,53.06164,2023-05-28 19:07:27+00:00,90.71,11.88,44.55,07:07:27 PM,"Sun, May 28 2023"
1107,37.744903333,-89.003171667,52.927420000000005,2023-05-28 19:07:28+00:00,90.36,11.89,44.61,07:07:28 PM,"Sun, May 28 2023"
1108,37.744901667,-89.0029,52.70372,2023-05-28 19:07:29+00:00,90.35,11.91,44.66,07:07:29 PM,"Sun, May 28 2023"
1109,37.744896667,-89.002638333,52.81557,2023-05-28 19:07:30+00:00,91.1,11.92,44.72,07:07:30 PM,"Sun, May 28 2023"
1110,37.744895,-89.002376667,52.927420000000005,2023-05-28 19:07:31+00:00,90.37,11.93,44.77,07:07:31 PM,"Sun, May 28 2023"
1111,37.744893333,-89.002113333,53.06164,2023-05-28 19:07:32+00:00,90.36,11.95,44.82,07:07:32 PM,"Sun, May 28 2023"
1112,37.744891667,-89.00184,53.285340000000005,2023-05-28 19:07:33+00:00,90.35,11.96,44.88,07:07:33 PM,"Sun, May 28 2023"
1113,37.744888333,-89.001568333,53.97881,2023-05-28 19:07:34+00:00,90.7,11.98,44.93,07:07:34 PM,"Sun, May 28 2023"
1114,37.744888333,-89.001295,54.42621,2023-05-28 19:07:35+00:00,90.0,11.99,44.99,07:07:35 PM,"Sun, May 28 2023"
1115,37.744888333,-89.00102,55.23153000000001,2023-05-28 19:07:36+00:00,90.0,12.01,45.05,07:07:36 PM,"Sun, May 28 2023"
1116,37.744886667,-89.000738333,55.81315,2023-05-28 19:07:37+00:00,90.34,12.02,45.11,07:07:37 PM,"Sun, May 28 2023"
1117,37.744886667,-89.000451667,56.61847,2023-05-28 19:07:38+00:00,90.0,12.04,45.16,07:07:38 PM,"Sun, May 28 2023"
1118,37.744885,-89.000161667,57.20009,2023-05-28 19:07:39+00:00,90.33,12.06,45.22,07:07:39 PM,"Sun, May 28 2023"
1119,37.74488,-88.999865,58.005410000000005,2023-05-28 19:07:40+00:00,90.97,12.07,45.28,07:07:40 PM,"Sun, May 28 2023"
1120,37.744878333,-88.999571667,58.229110000000006,2023-05-28 19:07:41+00:00,90.33,12.09,45.34,07:07:41 PM,"Sun, May 28 2023"
1121,37.744876667,-88.999273333,58.45281,2023-05-28 19:07:42+00:00,90.32,12.1,45.41,07:07:42 PM,"Sun, May 28 2023"
1122,37.744871667,-88.998971667,58.45281,2023-05-28 19:07:43+00:00,90.95,12.12,45.47,07:07:43 PM,"Sun, May 28 2023"
1123,37.744868333,-88.998673333,58.229110000000006,2023-05-28 19:07:44+00:00,90.64,12.14,45.53,07:07:44 PM,"Sun, May 28 2023"
1124,37.744868333,-88.998378333,57.89356,2023-05-28 19:07:45+00:00,90.0,12.15,45.59,07:07:45 PM,"Sun, May 28 2023"
1125,37.744863333,-88.998085,57.75934,2023-05-28 19:07:46+00:00,90.98,12.17,45.65,07:07:46 PM,"Sun, May 28 2023"
1126,37.744861667,-88.997791667,57.75934,2023-05-28 19:07:47+00:00,90.33,12.18,45.71,07:07:47 PM,"Sun, May 28 2023"
1127,37.74486,-88.997495,57.75934,2023-05-28 19:07:48+00:00,90.32,12.2,45.77,07:07:48 PM,"Sun, May 28 2023"
1128,37.744858333,-88.997196667,57.89356,2023-05-28 19:07:49+00:00,90.32,12.22,45.83,07:07:49 PM,"Sun, May 28 2023"
1129,37.744856667,-88.996903333,58.005410000000005,2023-05-28 19:07:50+00:00,90.33,12.23,45.89,07:07:50 PM,"Sun, May 28 2023"
1130,37.744856667,-88.996608333,58.005410000000005,2023-05-28 19:07:51+00:00,90.0,12.25,45.95,07:07:51 PM,"Sun, May 28 2023"
1131,37.744856667,-88.996313333,57.423790000000004,2023-05-28 19:07:52+00:00,90.0,12.27,46.01,07:07:52 PM,"Sun, May 28 2023"
1132,37.744856667,-88.996023333,56.282920000000004,2023-05-28 19:07:53+00:00,90.0,12.28,46.07,07:07:53 PM,"Sun, May 28 2023"
1133,37.744856667,-88.995736667,54.09066,2023-05-28 19:07:54+00:00,90.0,12.3,46.13,07:07:54 PM,"Sun, May 28 2023"
1134,37.744855,-88.995463333,51.67470000000001,2023-05-28 19:07:55+00:00,90.35,12.31,46.19,07:07:55 PM,"Sun, May 28 2023"
1135,37.744855,-88.995225,48.90082,2023-05-28 19:07:56+00:00,90.0,12.33,46.24,07:07:56 PM,"Sun, May 28 2023"
1136,37.744851667,-88.995,45.23214,2023-05-28 19:07:57+00:00,90.85,12.34,46.28,07:07:57 PM,"Sun, May 28 2023"
1137,37.744855,-88.994796667,41.78716,2023-05-28 19:07:58+00:00,89.06,12.35,46.32,07:07:58 PM,"Sun, May 28 2023"
1138,37.744853333,-88.994595,39.01328,2023-05-28 19:07:59+00:00,90.47,12.36,46.37,07:07:59 PM,"Sun, May 28 2023"
1139,37.744853333,-88.994411667,36.12755,2023-05-28 19:08:00+00:00,90.0,12.37,46.4,07:08:00 PM,"Sun, May 28 2023"
1140,37.744845,-88.99424,32.79442,2023-05-28 19:08:01+00:00,92.78,12.38,46.44,07:08:01 PM,"Sun, May 28 2023"
1141,37.744845,-88.994103333,29.34944,2023-05-28 19:08:02+00:00,90.0,12.39,46.47,07:08:02 PM,"Sun, May 28 2023"
1142,37.744843333,-88.993955,25.77024,2023-05-28 19:08:03+00:00,90.64,12.39,46.5,07:08:03 PM,"Sun, May 28 2023"
1143,37.744845,-88.993823333,22.79503,2023-05-28 19:08:04+00:00,89.27,12.4,46.52,07:08:04 PM,"Sun, May 28 2023"
1144,37.744846667,-88.993723333,20.133000000000003,2023-05-28 19:08:05+00:00,89.04,12.41,46.54,07:08:05 PM,"Sun, May 28 2023"
1145,37.744846667,-88.99364,17.023570000000003,2023-05-28 19:08:06+00:00,90.0,12.41,46.56,07:08:06 PM,"Sun, May 28 2023"
1146,37.744845,-88.993576667,13.91414,2023-05-28 19:08:07+00:00,91.51,12.42,46.57,07:08:07 PM,"Sun, May 28 2023"
1147,37.744846667,-88.993528333,10.133610000000001,2023-05-28 19:08:08+00:00,88.02,12.42,46.58,07:08:08 PM,"Sun, May 28 2023"
1148,37.744846667,-88.993506667,6.44256,2023-05-28 19:08:09+00:00,90.0,12.42,46.59,07:08:09 PM,"Sun, May 28 2023"
1149,37.74485,-88.993496667,3.10943,2023-05-28 19:08:10+00:00,71.55,12.42,46.59,07:08:10 PM,"Sun, May 28 2023"
1150,37.74485,-88.993483333,1.14087,2023-05-28 19:08:11+00:00,90.0,12.42,46.59,07:08:11 PM,"Sun, May 28 2023"
1151,37.74485,-88.993478333,0.0,2023-05-28 19:08:12+00:00,90.0,12.42,46.59,07:08:12 PM,"Sun, May 28 2023"
1152,37.74485,-88.993478333,0.0,2023-05-28 19:08:13+00:00,0.0,12.42,46.59,07:08:13 PM,"Sun, May 28 2023"
1153,37.74485,-88.99348,0.0,2023-05-28 19:08:14+00:00,270.0,12.42,46.59,07:08:14 PM,"Sun, May 28 2023"
1154,37.744851667,-88.99348,0.0,2023-05-28 19:08:15+00:00,0.0,12.42,46.6,07:08:15 PM,"Sun, May 28 2023"
1155,37.744851667,-88.99348,0.0,2023-05-28 19:08:16+00:00,0.0,12.42,46.6,07:08:16 PM,"Sun, May 28 2023"
1156,37.744851667,-88.99348,0.0,2023-05-28 19:08:17+00:00,0.0,12.42,46.6,07:08:17 PM,"Sun, May 28 2023"
1157,37.744851667,-88.993481667,0.0,2023-05-28 19:08:18+00:00,270.0,12.42,46.6,07:08:18 PM,"Sun, May 28 2023"
1158,37.744851667,-88.993481667,0.0,2023-05-28 19:08:19+00:00,0.0,12.42,46.6,07:08:19 PM,"Sun, May 28 2023"
1159,37.744851667,-88.993483333,0.0,2023-05-28 19:08:20+00:00,270.0,12.42,46.6,07:08:20 PM,"Sun, May 28 2023"
1160,37.744851667,-88.993483333,0.0,2023-05-28 19:08:21+00:00,0.0,12.42,46.6,07:08:21 PM,"Sun, May 28 2023"
1161,37.744851667,-88.993483333,0.0,2023-05-28 19:08:22+00:00,0.0,12.42,46.6,07:08:22 PM,"Sun, May 28 2023"
1162,37.744851667,-88.993483333,0.0,2023-05-28 19:08:23+00:00,0.0,12.42,46.6,07:08:23 PM,"Sun, May 28 2023"
1163,37.744851667,-88.993483333,0.0,2023-05-28 19:08:24+00:00,0.0,12.42,46.6,07:08:24 PM,"Sun, May 28 2023"
1164,37.744851667,-88.993483333,0.0,2023-05-28 19:08:25+00:00,0.0,12.42,46.6,07:08:25 PM,"Sun, May 28 2023"
1165,37.744851667,-88.993486667,1.38694,2023-05-28 19:08:26+00:00,270.0,12.42,46.6,07:08:26 PM,"Sun, May 28 2023"
1166,37.74485,-88.99347,7.02418,2023-05-28 19:08:27+00:00,95.72,12.42,46.6,07:08:27 PM,"Sun, May 28 2023"
1167,37.74485,-88.99341,12.77327,2023-05-28 19:08:28+00:00,90.0,12.43,46.61,07:08:28 PM,"Sun, May 28 2023"
1168,37.744843333,-88.993335,16.57617,2023-05-28 19:08:29+00:00,95.09,12.43,46.63,07:08:29 PM,"Sun, May 28 2023"
1169,37.74484,-88.993226667,22.43711,2023-05-28 19:08:30+00:00,91.76,12.44,46.65,07:08:30 PM,"Sun, May 28 2023"
1170,37.744838333,-88.993086667,27.62695,2023-05-28 19:08:31+00:00,90.68,12.44,46.68,07:08:31 PM,"Sun, May 28 2023"
1171,37.744836667,-88.992928333,31.51933,2023-05-28 19:08:32+00:00,90.6,12.45,46.71,07:08:32 PM,"Sun, May 28 2023"
1172,37.74484,-88.992753333,35.5683,2023-05-28 19:08:33+00:00,88.91,12.46,46.75,07:08:33 PM,"Sun, May 28 2023"
1173,37.744841667,-88.99256,38.543510000000005,2023-05-28 19:08:34+00:00,89.51,12.47,46.79,07:08:34 PM,"Sun, May 28 2023"
1174,37.744838333,-88.992356667,40.51207,2023-05-28 19:08:35+00:00,90.94,12.48,46.83,07:08:35 PM,"Sun, May 28 2023"
1175,37.744836667,-88.992141667,42.12271,2023-05-28 19:08:36+00:00,90.44,12.49,46.87,07:08:36 PM,"Sun, May 28 2023"
1176,37.744841667,-88.99192,44.0689,2023-05-28 19:08:37+00:00,88.71,12.51,46.92,07:08:37 PM,"Sun, May 28 2023"
1177,37.744845,-88.991691667,45.67954,2023-05-28 19:08:38+00:00,89.16,12.52,46.96,07:08:38 PM,"Sun, May 28 2023"
1178,37.744841667,-88.99145,46.95463,2023-05-28 19:08:39+00:00,90.79,12.53,47.01,07:08:39 PM,"Sun, May 28 2023"
1179,37.744841667,-88.99121,47.75995,2023-05-28 19:08:40+00:00,90.0,12.55,47.06,07:08:40 PM,"Sun, May 28 2023"
1180,37.744841667,-88.99096,48.78897,2023-05-28 19:08:41+00:00,90.0,12.56,47.11,07:08:41 PM,"Sun, May 28 2023"
1181,37.74484,-88.990713333,49.14689,2023-05-28 19:08:42+00:00,90.39,12.57,47.17,07:08:42 PM,"Sun, May 28 2023"
1182,37.744845,-88.990466667,49.03504000000001,2023-05-28 19:08:43+00:00,88.84,12.59,47.22,07:08:43 PM,"Sun, May 28 2023"
1183,37.744846667,-88.99022,48.67712,2023-05-28 19:08:44+00:00,89.61,12.6,47.27,07:08:44 PM,"Sun, May 28 2023"
1184,37.744843333,-88.989971667,48.341570000000004,2023-05-28 19:08:45+00:00,90.77,12.61,47.32,07:08:45 PM,"Sun, May 28 2023"
1185,37.744841667,-88.989726667,47.8718,2023-05-28 19:08:46+00:00,90.39,12.63,47.37,07:08:46 PM,"Sun, May 28 2023"
1186,37.744845,-88.989491667,47.06648,2023-05-28 19:08:47+00:00,89.19,12.64,47.42,07:08:47 PM,"Sun, May 28 2023"
1187,37.744845,-88.989256667,46.619080000000004,2023-05-28 19:08:48+00:00,90.0,12.65,47.46,07:08:48 PM,"Sun, May 28 2023"
1188,37.744843333,-88.98903,46.484860000000005,2023-05-28 19:08:49+00:00,90.42,12.67,47.51,07:08:49 PM,"Sun, May 28 2023"
1189,37.74484,-88.988793333,46.37301,2023-05-28 19:08:50+00:00,90.81,12.68,47.56,07:08:50 PM,"Sun, May 28 2023"
1190,37.744836667,-88.988565,46.261160000000004,2023-05-28 19:08:51+00:00,90.84,12.69,47.61,07:08:51 PM,"Sun, May 28 2023"
1191,37.744838333,-88.98833,46.261160000000004,2023-05-28 19:08:52+00:00,89.59,12.7,47.65,07:08:52 PM,"Sun, May 28 2023"
1192,37.744838333,-88.98809,46.261160000000004,2023-05-28 19:08:53+00:00,90.0,12.72,47.7,07:08:53 PM,"Sun, May 28 2023"
1193,37.744836667,-88.98786,46.619080000000004,2023-05-28 19:08:54+00:00,90.42,12.73,47.75,07:08:54 PM,"Sun, May 28 2023"
1194,37.744836667,-88.987623333,46.484860000000005,2023-05-28 19:08:55+00:00,90.0,12.74,47.8,07:08:55 PM,"Sun, May 28 2023"
1195,37.744838333,-88.987393333,46.73093,2023-05-28 19:08:56+00:00,89.58,12.75,47.85,07:08:56 PM,"Sun, May 28 2023"
1196,37.744845,-88.98715,47.06648,2023-05-28 19:08:57+00:00,88.43,12.77,47.9,07:08:57 PM,"Sun, May 28 2023"
1197,37.744843333,-88.9869,47.75995,2023-05-28 19:08:58+00:00,90.38,12.78,47.95,07:08:58 PM,"Sun, May 28 2023"
1198,37.744843333,-88.986653333,47.53625,2023-05-28 19:08:59+00:00,90.0,12.8,48.0,07:08:59 PM,"Sun, May 28 2023"
